statename,districtname,crop,cropyear,season,area,production,statenorm,districtnorm,yieldcalc
Uttar Pradesh,SIDDHARTH NAGAR,Sweet potato,2010,Kharif,65.0,800.0,uttar pradesh,siddharth nagar,12.307692307692308
Uttar Pradesh,SIDDHARTH NAGAR,Urad,2010,Kharif,231.0,156.0,uttar pradesh,siddharth nagar,0.6753246753246753
Uttar Pradesh,SIDDHARTH NAGAR,Barley,2010,Rabi,6.0,15.0,uttar pradesh,siddharth nagar,2.5
Uttar Pradesh,SIDDHARTH NAGAR,Gram,2010,Rabi,14.0,13.0,uttar pradesh,siddharth nagar,0.9285714285714286
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2010,Rabi,1361.0,623.0,uttar pradesh,siddharth nagar,0.4577516531961793
Uttar Pradesh,SIDDHARTH NAGAR,Masoor,2010,Rabi,3108.0,2179.0,uttar pradesh,siddharth nagar,0.7010939510939511
Uttar Pradesh,SIDDHARTH NAGAR,Onion,2010,Rabi,208.0,3829.0,uttar pradesh,siddharth nagar,18.408653846153847
Uttar Pradesh,SIDDHARTH NAGAR,Peas & beans (Pulses),2010,Rabi,3255.0,3792.0,uttar pradesh,siddharth nagar,1.1649769585253456
Uttar Pradesh,SIDDHARTH NAGAR,Potato,2010,Rabi,1913.0,46668.0,uttar pradesh,siddharth nagar,24.395190799790903
Uttar Pradesh,SIDDHARTH NAGAR,Rapeseed &Mustard,2010,Rabi,3434.0,4107.0,uttar pradesh,siddharth nagar,1.1959813628421665
Uttar Pradesh,SIDDHARTH NAGAR,Wheat,2010,Rabi,159332.0,499984.0,uttar pradesh,siddharth nagar,3.1380011548213793
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2010,Summer,86.0,126.0,uttar pradesh,siddharth nagar,1.4651162790697674
Uttar Pradesh,SITAPUR,Arhar/Tur,2010,Kharif,4201.0,4619.0,uttar pradesh,sitapur,1.099500119019281
Uttar Pradesh,SITAPUR,Bajra,2010,Kharif,2906.0,2600.0,uttar pradesh,sitapur,0.8947006194081212
Uttar Pradesh,SITAPUR,Dry chillies,2010,Kharif,48.0,42.0,uttar pradesh,sitapur,0.875
Uttar Pradesh,SITAPUR,Groundnut,2010,Kharif,1594.0,1231.0,uttar pradesh,sitapur,0.7722710163111669
Uttar Pradesh,SITAPUR,Guar seed,2010,Kharif,55.0,46.0,uttar pradesh,sitapur,0.8363636363636363
Uttar Pradesh,SITAPUR,Jowar,2010,Kharif,3975.0,4568.0,uttar pradesh,sitapur,1.149182389937107
Uttar Pradesh,SITAPUR,Maize,2010,Kharif,14454.0,10999.0,uttar pradesh,sitapur,0.7609658226096582
Uttar Pradesh,SITAPUR,Moong(Green Gram),2010,Kharif,2.0,1.0,uttar pradesh,sitapur,0.5
Uttar Pradesh,SITAPUR,Rice,2010,Kharif,156947.0,310441.0,uttar pradesh,sitapur,1.9779989423181075
Uttar Pradesh,SITAPUR,Sannhamp,2010,Kharif,12.0,4.0,uttar pradesh,sitapur,0.3333333333333333
Uttar Pradesh,SITAPUR,Sesamum,2010,Kharif,8632.0,1709.0,uttar pradesh,sitapur,0.19798424467099165
Uttar Pradesh,SITAPUR,Small millets,2010,Kharif,122.0,97.0,uttar pradesh,sitapur,0.7950819672131147
Uttar Pradesh,SITAPUR,Sugarcane,2010,Kharif,120267.0,6065305.0,uttar pradesh,sitapur,50.43199713969751
Uttar Pradesh,SITAPUR,Sweet potato,2010,Kharif,188.0,2315.0,uttar pradesh,sitapur,12.313829787234043
Uttar Pradesh,SITAPUR,Urad,2010,Kharif,8960.0,6129.0,uttar pradesh,sitapur,0.6840401785714286
Uttar Pradesh,SITAPUR,Barley,2010,Rabi,1189.0,2326.0,uttar pradesh,sitapur,1.9562657695542474
Uttar Pradesh,SITAPUR,Gram,2010,Rabi,898.0,533.0,uttar pradesh,sitapur,0.5935412026726058
Uttar Pradesh,SITAPUR,Maize,2010,Rabi,7.0,21.0,uttar pradesh,sitapur,3.0
Uttar Pradesh,SITAPUR,Masoor,2010,Rabi,25657.0,20782.0,uttar pradesh,sitapur,0.8099933741279183
Uttar Pradesh,SITAPUR,Onion,2010,Rabi,31.0,571.0,uttar pradesh,sitapur,18.419354838709676
Uttar Pradesh,SITAPUR,Peas & beans (Pulses),2010,Rabi,2619.0,3122.0,uttar pradesh,sitapur,1.192058037418862
Uttar Pradesh,SITAPUR,Potato,2010,Rabi,4020.0,77938.0,uttar pradesh,sitapur,19.387562189054727
Uttar Pradesh,SITAPUR,Rapeseed &Mustard,2010,Rabi,19830.0,18839.0,uttar pradesh,sitapur,0.9500252143217347
Uttar Pradesh,SITAPUR,Tobacco,2010,Rabi,921.0,4675.0,uttar pradesh,sitapur,5.07600434310532
Uttar Pradesh,SITAPUR,Turmeric,2010,Rabi,18.0,57.0,uttar pradesh,sitapur,3.1666666666666665
Uttar Pradesh,SITAPUR,Wheat,2010,Rabi,217102.0,665418.0,uttar pradesh,sitapur,3.06500170426804
Uttar Pradesh,SITAPUR,Maize,2010,Summer,227.0,333.0,uttar pradesh,sitapur,1.4669603524229076
Uttar Pradesh,SITAPUR,Moong(Green Gram),2010,Summer,1.0,1.0,uttar pradesh,sitapur,1.0
Uttar Pradesh,SITAPUR,Rice,2010,Summer,29.0,57.0,uttar pradesh,sitapur,1.9655172413793103
Uttar Pradesh,SITAPUR,Urad,2010,Summer,2033.0,939.0,uttar pradesh,sitapur,0.4618789965568126
Uttar Pradesh,SONBHADRA,Arhar/Tur,2010,Kharif,9190.0,6389.0,uttar pradesh,sonbhadra,0.6952121871599565
Uttar Pradesh,SONBHADRA,Bajra,2010,Kharif,156.0,192.0,uttar pradesh,sonbhadra,1.2307692307692308
Uttar Pradesh,SONBHADRA,Dry chillies,2010,Kharif,22.0,19.0,uttar pradesh,sonbhadra,0.8636363636363636
Uttar Pradesh,SONBHADRA,Groundnut,2010,Kharif,254.0,440.0,uttar pradesh,sonbhadra,1.7322834645669292
Uttar Pradesh,SONBHADRA,Guar seed,2010,Kharif,4.0,3.0,uttar pradesh,sonbhadra,0.75
Uttar Pradesh,SONBHADRA,Jowar,2010,Kharif,2182.0,2087.0,uttar pradesh,sonbhadra,0.9564619615032081
Uttar Pradesh,SONBHADRA,Maize,2010,Kharif,13355.0,12260.0,uttar pradesh,sonbhadra,0.9180082366154998
Uttar Pradesh,SONBHADRA,Moong(Green Gram),2010,Kharif,15.0,7.0,uttar pradesh,sonbhadra,0.4666666666666667
Uttar Pradesh,SONBHADRA,Rice,2010,Kharif,27442.0,42014.0,uttar pradesh,sonbhadra,1.5310108592668172
Uttar Pradesh,SONBHADRA,Sannhamp,2010,Kharif,134.0,44.0,uttar pradesh,sonbhadra,0.3283582089552239
Uttar Pradesh,SONBHADRA,Sesamum,2010,Kharif,6169.0,1273.0,uttar pradesh,sonbhadra,0.20635435240719727
Uttar Pradesh,SONBHADRA,Small millets,2010,Kharif,7247.0,5076.0,uttar pradesh,sonbhadra,0.7004277632123638
Uttar Pradesh,SONBHADRA,Sugarcane,2010,Kharif,174.0,9308.0,uttar pradesh,sonbhadra,53.49425287356322
Uttar Pradesh,SONBHADRA,Urad,2010,Kharif,2713.0,1574.0,uttar pradesh,sonbhadra,0.5801695539992628
Uttar Pradesh,SONBHADRA,Barley,2010,Rabi,12043.0,10856.0,uttar pradesh,sonbhadra,0.9014365191397492
Uttar Pradesh,SONBHADRA,Gram,2010,Rabi,11881.0,13163.0,uttar pradesh,sonbhadra,1.107903375136773
Uttar Pradesh,SONBHADRA,Linseed,2010,Rabi,5209.0,1943.0,uttar pradesh,sonbhadra,0.37300825494336726
Uttar Pradesh,SONBHADRA,Masoor,2010,Rabi,11638.0,6215.0,uttar pradesh,sonbhadra,0.5340264650283554
Uttar Pradesh,SONBHADRA,Onion,2010,Rabi,481.0,8855.0,uttar pradesh,sonbhadra,18.40956340956341
Uttar Pradesh,SONBHADRA,Peas & beans (Pulses),2010,Rabi,3190.0,2300.0,uttar pradesh,sonbhadra,0.7210031347962382
Uttar Pradesh,SONBHADRA,Potato,2010,Rabi,988.0,24102.0,uttar pradesh,sonbhadra,24.394736842105264
Uttar Pradesh,SONBHADRA,Rapeseed &Mustard,2010,Rabi,3095.0,1817.0,uttar pradesh,sonbhadra,0.5870759289176091
Uttar Pradesh,SONBHADRA,Turmeric,2010,Rabi,7.0,22.0,uttar pradesh,sonbhadra,3.142857142857143
Uttar Pradesh,SONBHADRA,Wheat,2010,Rabi,53912.0,92894.0,uttar pradesh,sonbhadra,1.7230672206558837
Uttar Pradesh,SONBHADRA,Maize,2010,Summer,1.0,2.0,uttar pradesh,sonbhadra,2.0
Uttar Pradesh,SONBHADRA,Moong(Green Gram),2010,Summer,2.0,2.0,uttar pradesh,sonbhadra,1.0
Uttar Pradesh,SONBHADRA,Sunflower,2010,Summer,1.0,2.0,uttar pradesh,sonbhadra,2.0
Uttar Pradesh,SULTANPUR,Arhar/Tur,2010,Kharif,8731.0,19711.0,uttar pradesh,sultanpur,2.257587905165502
Uttar Pradesh,SULTANPUR,Bajra,2010,Kharif,159.0,163.0,uttar pradesh,sultanpur,1.0251572327044025
Uttar Pradesh,SULTANPUR,Dry chillies,2010,Kharif,15.0,13.0,uttar pradesh,sultanpur,0.8666666666666667
Uttar Pradesh,SULTANPUR,Groundnut,2010,Kharif,18.0,9.0,uttar pradesh,sultanpur,0.5
Uttar Pradesh,SULTANPUR,Guar seed,2010,Kharif,60.0,50.0,uttar pradesh,sultanpur,0.8333333333333334
Uttar Pradesh,SULTANPUR,Jowar,2010,Kharif,4813.0,3241.0,uttar pradesh,sultanpur,0.6733845834199044
Uttar Pradesh,SULTANPUR,Maize,2010,Kharif,4624.0,4582.0,uttar pradesh,sultanpur,0.990916955017301
Uttar Pradesh,SULTANPUR,Moong(Green Gram),2010,Kharif,34.0,16.0,uttar pradesh,sultanpur,0.47058823529411764
Uttar Pradesh,SULTANPUR,Rice,2010,Kharif,90048.0,216836.0,uttar pradesh,sultanpur,2.408004619758351
Uttar Pradesh,SULTANPUR,Sannhamp,2010,Kharif,2.0,1.0,uttar pradesh,sultanpur,0.5
Uttar Pradesh,SULTANPUR,Sesamum,2010,Kharif,529.0,104.0,uttar pradesh,sultanpur,0.19659735349716445
Uttar Pradesh,SULTANPUR,Small millets,2010,Kharif,115.0,89.0,uttar pradesh,sultanpur,0.7739130434782608
Uttar Pradesh,SULTANPUR,Sugarcane,2010,Kharif,10140.0,446079.0,uttar pradesh,sultanpur,43.99201183431953
Uttar Pradesh,SULTANPUR,Sweet potato,2010,Kharif,1391.0,17130.0,uttar pradesh,sultanpur,12.31488138030194
Uttar Pradesh,SULTANPUR,Urad,2010,Kharif,1769.0,958.0,uttar pradesh,sultanpur,0.5415488976823064
Uttar Pradesh,SULTANPUR,Barley,2010,Rabi,1048.0,2347.0,uttar pradesh,sultanpur,2.239503816793893
Uttar Pradesh,SULTANPUR,Gram,2010,Rabi,3728.0,4014.0,uttar pradesh,sultanpur,1.076716738197425
Uttar Pradesh,SULTANPUR,Linseed,2010,Rabi,53.0,24.0,uttar pradesh,sultanpur,0.4528301886792453
Uttar Pradesh,SULTANPUR,Maize,2010,Rabi,84.0,252.0,uttar pradesh,sultanpur,3.0
Uttar Pradesh,SULTANPUR,Masoor,2010,Rabi,4124.0,3592.0,uttar pradesh,sultanpur,0.8709990300678953
Uttar Pradesh,SULTANPUR,Onion,2010,Rabi,303.0,5578.0,uttar pradesh,sultanpur,18.40924092409241
Uttar Pradesh,SULTANPUR,Peas & beans (Pulses),2010,Rabi,6003.0,7155.0,uttar pradesh,sultanpur,1.191904047976012
Uttar Pradesh,SULTANPUR,Potato,2010,Rabi,4927.0,122472.0,uttar pradesh,sultanpur,24.857316825654557
Uttar Pradesh,SULTANPUR,Rapeseed &Mustard,2010,Rabi,2764.0,2877.0,uttar pradesh,sultanpur,1.0408827785817656
Uttar Pradesh,SULTANPUR,Wheat,2010,Rabi,103237.0,327043.0,uttar pradesh,sultanpur,3.1678855449112238
Uttar Pradesh,SULTANPUR,Maize,2010,Summer,402.0,589.0,uttar pradesh,sultanpur,1.4651741293532339
Uttar Pradesh,SULTANPUR,Moong(Green Gram),2010,Summer,1214.0,558.0,uttar pradesh,sultanpur,0.4596375617792422
Uttar Pradesh,SULTANPUR,Sunflower,2010,Summer,42.0,89.0,uttar pradesh,sultanpur,2.119047619047619
Uttar Pradesh,SULTANPUR,Urad,2010,Summer,7587.0,3945.0,uttar pradesh,sultanpur,0.5199683669434559
Uttar Pradesh,UNNAO,Arhar/Tur,2010,Kharif,3354.0,3155.0,uttar pradesh,unnao,0.9406678592725104
Uttar Pradesh,UNNAO,Bajra,2010,Kharif,1841.0,2159.0,uttar pradesh,unnao,1.1727322107550244
Uttar Pradesh,UNNAO,Dry chillies,2010,Kharif,555.0,485.0,uttar pradesh,unnao,0.8738738738738738
Uttar Pradesh,UNNAO,Groundnut,2010,Kharif,2850.0,1257.0,uttar pradesh,unnao,0.44105263157894736
Uttar Pradesh,UNNAO,Guar seed,2010,Kharif,30.0,25.0,uttar pradesh,unnao,0.8333333333333334
Uttar Pradesh,UNNAO,Jowar,2010,Kharif,4538.0,4088.0,uttar pradesh,unnao,0.9008373732921993
Uttar Pradesh,UNNAO,Maize,2010,Kharif,28135.0,22086.0,uttar pradesh,unnao,0.7850008885729518
Uttar Pradesh,UNNAO,Moong(Green Gram),2010,Kharif,4327.0,2034.0,uttar pradesh,unnao,0.4700716431707881
Uttar Pradesh,UNNAO,Rice,2010,Kharif,81000.0,138186.0,uttar pradesh,unnao,1.706
Uttar Pradesh,UNNAO,Sannhamp,2010,Kharif,4.0,1.0,uttar pradesh,unnao,0.25
Uttar Pradesh,UNNAO,Sesamum,2010,Kharif,11746.0,623.0,uttar pradesh,unnao,0.05303933253873659
Uttar Pradesh,UNNAO,Small millets,2010,Kharif,1.0,1.0,uttar pradesh,unnao,1.0
Uttar Pradesh,UNNAO,Sugarcane,2010,Kharif,1030.0,55619.0,uttar pradesh,unnao,53.99902912621359
Uttar Pradesh,UNNAO,Sweet potato,2010,Kharif,452.0,5566.0,uttar pradesh,unnao,12.314159292035399
Uttar Pradesh,UNNAO,Urad,2010,Kharif,23732.0,11605.0,uttar pradesh,unnao,0.4890021911343334
Uttar Pradesh,UNNAO,Barley,2010,Rabi,1484.0,2903.0,uttar pradesh,unnao,1.9561994609164421
Uttar Pradesh,UNNAO,Gram,2010,Rabi,3589.0,2131.0,uttar pradesh,unnao,0.5937587071607691
Uttar Pradesh,UNNAO,Linseed,2010,Rabi,81.0,37.0,uttar pradesh,unnao,0.4567901234567901
Uttar Pradesh,UNNAO,Maize,2010,Rabi,1.0,3.0,uttar pradesh,unnao,3.0
Uttar Pradesh,UNNAO,Masoor,2010,Rabi,687.0,595.0,uttar pradesh,unnao,0.86608442503639
Uttar Pradesh,UNNAO,Onion,2010,Rabi,199.0,3663.0,uttar pradesh,unnao,18.407035175879397
Uttar Pradesh,UNNAO,Peas & beans (Pulses),2010,Rabi,714.0,851.0,uttar pradesh,unnao,1.19187675070028
Uttar Pradesh,UNNAO,Potato,2010,Rabi,9049.0,210199.0,uttar pradesh,unnao,23.22897557741187
Uttar Pradesh,UNNAO,Rapeseed &Mustard,2010,Rabi,13430.0,12064.0,uttar pradesh,unnao,0.8982874162323157
Uttar Pradesh,UNNAO,Turmeric,2010,Rabi,1.0,3.0,uttar pradesh,unnao,3.0
Uttar Pradesh,UNNAO,Wheat,2010,Rabi,239040.0,708754.0,uttar pradesh,unnao,2.9650016733601072
Uttar Pradesh,UNNAO,Maize,2010,Summer,1285.0,1884.0,uttar pradesh,unnao,1.4661478599221789
Uttar Pradesh,UNNAO,Moong(Green Gram),2010,Summer,271.0,124.0,uttar pradesh,unnao,0.4575645756457565
Uttar Pradesh,UNNAO,Rice,2010,Summer,11.0,19.0,uttar pradesh,unnao,1.7272727272727273
Uttar Pradesh,UNNAO,Sunflower,2010,Summer,89.0,188.0,uttar pradesh,unnao,2.1123595505617976
Uttar Pradesh,UNNAO,Urad,2010,Summer,3436.0,1979.0,uttar pradesh,unnao,0.5759604190919674
Uttar Pradesh,VARANASI,Arhar/Tur,2010,Kharif,4327.0,3344.0,uttar pradesh,varanasi,0.77282181650104
Uttar Pradesh,VARANASI,Bajra,2010,Kharif,5626.0,6550.0,uttar pradesh,varanasi,1.1642374688944188
Uttar Pradesh,VARANASI,Dry chillies,2010,Kharif,331.0,290.0,uttar pradesh,varanasi,0.8761329305135952
Uttar Pradesh,VARANASI,Groundnut,2010,Kharif,1.0,1.0,uttar pradesh,varanasi,1.0
Uttar Pradesh,VARANASI,Guar seed,2010,Kharif,53.0,44.0,uttar pradesh,varanasi,0.8301886792452831
Uttar Pradesh,VARANASI,Jowar,2010,Kharif,2525.0,3061.0,uttar pradesh,varanasi,1.2122772277227722
Uttar Pradesh,VARANASI,Maize,2010,Kharif,3109.0,4570.0,uttar pradesh,varanasi,1.4699260212286909
Uttar Pradesh,VARANASI,Moong(Green Gram),2010,Kharif,276.0,130.0,uttar pradesh,varanasi,0.47101449275362317
Uttar Pradesh,VARANASI,Rice,2010,Kharif,42021.0,84882.0,uttar pradesh,varanasi,2.019990004997501
Uttar Pradesh,VARANASI,Sannhamp,2010,Kharif,361.0,118.0,uttar pradesh,varanasi,0.3268698060941828
Uttar Pradesh,VARANASI,Sesamum,2010,Kharif,445.0,88.0,uttar pradesh,varanasi,0.19775280898876405
Uttar Pradesh,VARANASI,Sugarcane,2010,Kharif,3972.0,174402.0,uttar pradesh,varanasi,43.90785498489426
Uttar Pradesh,VARANASI,Sweet potato,2010,Kharif,46.0,567.0,uttar pradesh,varanasi,12.326086956521738
Uttar Pradesh,VARANASI,Urad,2010,Kharif,1991.0,1344.0,uttar pradesh,varanasi,0.6750376695128076
Uttar Pradesh,VARANASI,Barley,2010,Rabi,245.0,453.0,uttar pradesh,varanasi,1.8489795918367347
Uttar Pradesh,VARANASI,Gram,2010,Rabi,2236.0,2160.0,uttar pradesh,varanasi,0.9660107334525939
Uttar Pradesh,VARANASI,Linseed,2010,Rabi,1.0,1.0,uttar pradesh,varanasi,1.0
Uttar Pradesh,VARANASI,Masoor,2010,Rabi,203.0,158.0,uttar pradesh,varanasi,0.7783251231527094
Uttar Pradesh,VARANASI,Onion,2010,Rabi,95.0,1749.0,uttar pradesh,varanasi,18.410526315789475
Uttar Pradesh,VARANASI,Peas & beans (Pulses),2010,Rabi,3048.0,5035.0,uttar pradesh,varanasi,1.6519028871391077
Uttar Pradesh,VARANASI,Potato,2010,Rabi,3465.0,61199.0,uttar pradesh,varanasi,17.66204906204906
Uttar Pradesh,VARANASI,Rapeseed &Mustard,2010,Rabi,760.0,909.0,uttar pradesh,varanasi,1.1960526315789475
Uttar Pradesh,VARANASI,Wheat,2010,Rabi,70642.0,198007.0,uttar pradesh,varanasi,2.8029642422354972
Uttar Pradesh,VARANASI,Maize,2010,Summer,34.0,50.0,uttar pradesh,varanasi,1.4705882352941178
Uttar Pradesh,VARANASI,Moong(Green Gram),2010,Summer,57.0,57.0,uttar pradesh,varanasi,1.0
Uttar Pradesh,VARANASI,Urad,2010,Summer,48.0,36.0,uttar pradesh,varanasi,0.75
Uttarakhand,ALMORA,Arhar/Tur,2010,Kharif,4.0,3.0,uttarakhand,almora,0.75
Uttarakhand,ALMORA,Horse-gram,2010,Kharif,1782.0,1408.0,uttarakhand,almora,0.7901234567901234
Uttarakhand,ALMORA,Maize,2010,Kharif,1656.0,2887.0,uttarakhand,almora,1.7433574879227054
Uttarakhand,ALMORA,Other Cereals & Millets,2010,Kharif,15671.0,18435.0,uttarakhand,almora,1.1763767468572524
Uttarakhand,ALMORA,Other Kharif pulses,2010,Kharif,1628.0,1628.0,uttarakhand,almora,1.0
Uttarakhand,ALMORA,other oilseeds,2010,Kharif,33.0,14.0,uttarakhand,almora,0.42424242424242425
Uttarakhand,ALMORA,Potato,2010,Kharif,408.0,2835.0,uttarakhand,almora,6.948529411764706
Uttarakhand,ALMORA,Ragi,2010,Kharif,35970.0,43859.0,uttarakhand,almora,1.2193216569363359
Uttarakhand,ALMORA,Rice,2010,Kharif,19294.0,19886.0,uttarakhand,almora,1.0306831139214263
Uttarakhand,ALMORA,Sesamum,2010,Kharif,116.0,30.0,uttarakhand,almora,0.25862068965517243
Uttarakhand,ALMORA,Soyabean,2010,Kharif,300.0,392.0,uttarakhand,almora,1.3066666666666666
Uttarakhand,ALMORA,Urad,2010,Kharif,1045.0,811.0,uttarakhand,almora,0.7760765550239235
Uttarakhand,ALMORA,Barley,2010,Rabi,3297.0,3433.0,uttarakhand,almora,1.0412496208674553
Uttarakhand,ALMORA,Gram,2010,Rabi,97.0,55.0,uttarakhand,almora,0.5670103092783505
Uttarakhand,ALMORA,Masoor,2010,Rabi,908.0,386.0,uttarakhand,almora,0.4251101321585903
Uttarakhand,ALMORA,Other Cereals & Millets,2010,Rabi,97.0,112.0,uttarakhand,almora,1.1546391752577319
Uttarakhand,ALMORA,Peas & beans (Pulses),2010,Rabi,22.0,12.0,uttarakhand,almora,0.5454545454545454
Uttarakhand,ALMORA,Potato,2010,Rabi,573.0,4718.0,uttarakhand,almora,8.233856893542757
Uttarakhand,ALMORA,Rapeseed &Mustard,2010,Rabi,503.0,342.0,uttarakhand,almora,0.679920477137177
Uttarakhand,ALMORA,Wheat,2010,Rabi,39933.0,51314.0,uttarakhand,almora,1.2850023789847995
Uttarakhand,ALMORA,Dry ginger,2010,Whole Year,202.0,1616.0,uttarakhand,almora,8.0
Uttarakhand,ALMORA,Garlic,2010,Whole Year,177.0,248.0,uttarakhand,almora,1.4011299435028248
Uttarakhand,ALMORA,Onion,2010,Whole Year,468.0,2109.0,uttarakhand,almora,4.506410256410256
Uttarakhand,BAGESHWAR,Horse-gram,2010,Kharif,234.0,214.0,uttarakhand,bageshwar,0.9145299145299145
Uttarakhand,BAGESHWAR,Maize,2010,Kharif,303.0,400.0,uttarakhand,bageshwar,1.3201320132013201
Uttarakhand,BAGESHWAR,Other Cereals & Millets,2010,Kharif,1020.0,972.0,uttarakhand,bageshwar,0.9529411764705882
Uttarakhand,BAGESHWAR,Other Kharif pulses,2010,Kharif,738.0,556.0,uttarakhand,bageshwar,0.7533875338753387
Uttarakhand,BAGESHWAR,Potato,2010,Kharif,197.0,1369.0,uttarakhand,bageshwar,6.949238578680203
Uttarakhand,BAGESHWAR,Ragi,2010,Kharif,6319.0,7238.0,uttarakhand,bageshwar,1.1454344041778763
Uttarakhand,BAGESHWAR,Rice,2010,Kharif,13700.0,16519.0,uttarakhand,bageshwar,1.2057664233576642
Uttarakhand,BAGESHWAR,Sesamum,2010,Kharif,14.0,4.0,uttarakhand,bageshwar,0.2857142857142857
Uttarakhand,BAGESHWAR,Soyabean,2010,Kharif,70.0,93.0,uttarakhand,bageshwar,1.3285714285714285
Uttarakhand,BAGESHWAR,Urad,2010,Kharif,82.0,46.0,uttarakhand,bageshwar,0.5609756097560976
Uttarakhand,BAGESHWAR,Barley,2010,Rabi,1237.0,1596.0,uttarakhand,bageshwar,1.290218270008084
Uttarakhand,BAGESHWAR,Gram,2010,Rabi,5.0,3.0,uttarakhand,bageshwar,0.6
Uttarakhand,BAGESHWAR,Masoor,2010,Rabi,1401.0,965.0,uttarakhand,bageshwar,0.6887937187723054
Uttarakhand,BAGESHWAR,other oilseeds,2010,Rabi,1.0,1.0,uttarakhand,bageshwar,1.0
Uttarakhand,BAGESHWAR,Peas & beans (Pulses),2010,Rabi,8.0,6.0,uttarakhand,bageshwar,0.75
Uttarakhand,BAGESHWAR,Potato,2010,Rabi,85.0,515.0,uttarakhand,bageshwar,6.0588235294117645
Uttarakhand,BAGESHWAR,Rapeseed &Mustard,2010,Rabi,62.0,20.0,uttarakhand,bageshwar,0.3225806451612903
Uttarakhand,BAGESHWAR,Wheat,2010,Rabi,14903.0,18950.0,uttarakhand,bageshwar,1.271556062537744
Uttarakhand,BAGESHWAR,Dry ginger,2010,Whole Year,5.0,43.0,uttarakhand,bageshwar,8.6
Uttarakhand,BAGESHWAR,Garlic,2010,Whole Year,40.0,58.0,uttarakhand,bageshwar,1.45
Uttarakhand,BAGESHWAR,Onion,2010,Whole Year,115.0,519.0,uttarakhand,bageshwar,4.51304347826087
Uttarakhand,BAGESHWAR,Turmeric,2010,Whole Year,37.0,72.0,uttarakhand,bageshwar,1.945945945945946
Uttarakhand,CHAMOLI,Arhar/Tur,2010,Kharif,114.0,53.0,uttarakhand,chamoli,0.4649122807017544
Uttarakhand,CHAMOLI,Horse-gram,2010,Kharif,406.0,421.0,uttarakhand,chamoli,1.0369458128078817
Uttarakhand,CHAMOLI,Maize,2010,Kharif,196.0,175.0,uttarakhand,chamoli,0.8928571428571429
Uttarakhand,CHAMOLI,Other Cereals & Millets,2010,Kharif,6901.0,6079.0,uttarakhand,chamoli,0.8808868279959426
Uttarakhand,CHAMOLI,Other Kharif pulses,2010,Kharif,1214.0,1165.0,uttarakhand,chamoli,0.9596375617792422
Uttarakhand,CHAMOLI,other oilseeds,2010,Kharif,13.0,6.0,uttarakhand,chamoli,0.46153846153846156
Uttarakhand,CHAMOLI,Potato,2010,Kharif,2234.0,22957.0,uttarakhand,chamoli,10.276186213070725
Uttarakhand,CHAMOLI,Ragi,2010,Kharif,10069.0,14964.0,uttarakhand,chamoli,1.4861455953917966
Uttarakhand,CHAMOLI,Rice,2010,Kharif,12407.0,17532.0,uttarakhand,chamoli,1.4130732650922866
Uttarakhand,CHAMOLI,Sesamum,2010,Kharif,35.0,6.0,uttarakhand,chamoli,0.17142857142857143
Uttarakhand,CHAMOLI,Soyabean,2010,Kharif,436.0,435.0,uttarakhand,chamoli,0.9977064220183486
Uttarakhand,CHAMOLI,Urad,2010,Kharif,365.0,318.0,uttarakhand,chamoli,0.8712328767123287
Uttarakhand,CHAMOLI,Barley,2010,Rabi,1925.0,2889.0,uttarakhand,chamoli,1.5007792207792208
Uttarakhand,CHAMOLI,Masoor,2010,Rabi,33.0,20.0,uttarakhand,chamoli,0.6060606060606061
Uttarakhand,CHAMOLI,Other Cereals & Millets,2010,Rabi,1.0,1.0,uttarakhand,chamoli,1.0
Uttarakhand,CHAMOLI,Peas & beans (Pulses),2010,Rabi,27.0,19.0,uttarakhand,chamoli,0.7037037037037037
Uttarakhand,CHAMOLI,Potato,2010,Rabi,17.0,217.0,uttarakhand,chamoli,12.764705882352942
Uttarakhand,CHAMOLI,Rapeseed &Mustard,2010,Rabi,668.0,309.0,uttarakhand,chamoli,0.4625748502994012
Uttarakhand,CHAMOLI,Wheat,2010,Rabi,15295.0,21943.0,uttarakhand,chamoli,1.4346518470088263
Uttarakhand,CHAMOLI,Dry ginger,2010,Whole Year,3.0,23.0,uttarakhand,chamoli,7.666666666666667
Uttarakhand,CHAMOLI,Garlic,2010,Whole Year,66.0,116.0,uttarakhand,chamoli,1.7575757575757576
Uttarakhand,CHAMOLI,Onion,2010,Whole Year,62.0,359.0,uttarakhand,chamoli,5.790322580645161
Uttarakhand,CHAMPAWAT,Arhar/Tur,2010,Kharif,5.0,4.0,uttarakhand,champawat,0.8
Uttarakhand,CHAMPAWAT,Groundnut,2010,Kharif,21.0,22.0,uttarakhand,champawat,1.0476190476190477
Uttarakhand,CHAMPAWAT,Horse-gram,2010,Kharif,15.0,9.0,uttarakhand,champawat,0.6
Uttarakhand,CHAMPAWAT,Maize,2010,Kharif,592.0,552.0,uttarakhand,champawat,0.9324324324324325
Uttarakhand,CHAMPAWAT,Other Cereals & Millets,2010,Kharif,1212.0,1345.0,uttarakhand,champawat,1.1097359735973598
Uttarakhand,CHAMPAWAT,Other Kharif pulses,2010,Kharif,1873.0,1596.0,uttarakhand,champawat,0.8521089161772557
